7.8,238157
6.8,235146
7.3,233975
8.3,220753
8.8,212335
6.3,211970
9.3,188765
5.8,186142
9.8,180441
10.3,158434
10.8,150668
5.3,137404
11.3,134523
11.8,131042
12.3,116326
12.8,112025
13.3,100091
13.8,96578
4.8,91319
14.3,86322
14.8,85246
15.3,79898
15.8,75168
16.3,65780
16.8,64481
17.3,57973
17.8,57108
8.76,54339
9.36,53571
4.3,53485
8.16,52572
9.96,50885
18.3,50854
18.8,50067
10.56,48121
7.56,47905
19.8,45033
11.16,45009
19.3,44867
11.76,42466
20.8,41469
20.3,41359
12.36,39805
6.96,38869
12.96,36945
21.3,35889
21.8,35699
13.56,34207
22.8,32074
14.16,31733
22.3,31689
14.76,30321
3.8,30000
23.8,29151
23.3,28581
15.36,28456
3.3,28371
6.36,27167
24.8,26315
15.96,26179
24.3,25744
25.8,24742
16.56,24298
25.3,23862
11.0,23552
26.8,22770
17.16,22351
26.3,21353
3.9,21315
10.0,21144
3.65,21096
17.76,20833
3.4,20723
4.15,20148
4.4,19560
27.8,19128
8.15,19121
27.3,19043
18.36,18681
3.15,18522
8.5,18328
9.75,18068
10.38,17844
4.65,17693
28.3,17294
28.8,17225
18.96,17201
4.9,16689
14.75,16004
19.56,15988
2.9,15858
5.15,15720
29.8,15684
12.25,15610
8.0,15469
29.3,15407
30.8,15091
30.3,14763
20.16,14733
0.0,14661
9.12,14326
5.4,14172
5.76,13967
11.62,13550
20.76,13322
7.25,13174
31.8,12963
31.3,12882
5.65,12775
7.88,12698
12.0,12664
21.36,12588
inf,12341
5.9,12305
13.5,12111
11.15,11979
21.96,11931
8.75,11878
32.8,11770
6.0,11708
22.56,11615
32.3,11605
8.84,11548
16.0,11533
15.0,11491
9.35,11398
2.65,11252
9.49,10954
9.95,10889
6.15,10885
7.0,10630
8.4,10604
1.46,10603
6.4,10530
33.8,10428
7.55,10416
10.55,10235
33.3,10200
23.16,10169
13.0,10120
8.19,10004
1.6600000000000001,10001
12.88,9983
14.15,9961
10.14,9910
23.76,9621
11.75,9543
1.26,9541
34.8,9418
1.56,9347
6.65,9274
35.8,9161
1.3599999999999999,9095
34.3,9083
6.9,9057
1.86,8906
24.36,8816
14.12,8753
35.3,8634
25.56,8581
1.7600000000000002,8417
7.54,8389
24.96,8333
1.16,8274
7.15,8221
17.25,8178
6.95,8155
7.4,7944
12.35,7840
12.95,7834
36.8,7806
20.0,7741
36.3,7715
15.38,7709
15.5,7642
18.5,7600
26.16,7562
7.65,7554
2.4,7544
2.06,7542
9.0,7507
10.79,7368
2.16,7117
1.9600000000000002,7090
26.76,7085
11.44,7062
37.3,7044
37.8,6992
7.9,6987
28.56,6968
15.35,6948
13.55,6881
27.36,6821
6.62,6571
38.8,6561
16.62,6556
27.96,6500
2.2600000000000002,6437
38.3,6413
12.09,6174
40.8,6166
17.88,6097
39.8,6035
12.74,6033
6.89,5991
1.06,5899
40.3,5890
15.95,5802
29.16,5727
14.0,5647
5.16,5641
2.46,5635
39.3,5584
6.35,5580
8.9,5557
21.0,5538
13.39,5507
52.8,5491
29.76,5464
2.3600000000000003,5455
17.15,5405
8.65,5401
2.56,5401
31.56,5384
1.3,5250
41.3,5233
21.62,5232
41.8,5226
30.36,5158
16.55,5147
19.75,5050
2.66,4978
14.04,4965
1.1333333333333333,4907
2.6,4902
4.38,4801
1.2166666666666666,4796
9.4,4768
30.96,4754
4.68,4735
9.15,4722
42.8,4705
5.0,4677
2.433333333333333,4671
14.69,4665
1.3833333333333335,4596
8.97,4581
42.3,4567
2.2666666666666666,4541
4.98,4537
5.28,4533
7.5,4503
19.12,4490
4.08,4476
17.75,4473
25.0,4454
1.4666666666666668,4439
9.9,4432
34.56,4426
2.766666666666667,4406
11.4,4394
10.12,4391
1.05,4389
2.15,4254
43.8,4239
2.9333333333333336,4197
9.65,4164
43.3,4158
15.34,4136
10.4,4125
32.16,4114
1.55,4081
2.7600000000000002,4079
0.9666666666666667,4073
18.0,4058
2.1,4057
3.78,4002
0.96,3967
3.1,3963
11.27,3962
7.82,3957
5.58,3953
10.7,3949
5.88,3939
20.38,3909
10.15,3889
18.35,3865
44.8,3852
32.76,3847
45.8,3791
3.06,3776
13.57,3739
44.3,3735
12.42,3731
3.16,3719
2.8600000000000003,3717
1.6333333333333335,3701
6.24,3700
19.55,3686
17.0,3656
22.25,3639
45.3,3619
18.95,3614
26.0,3605
33.36,3601
2.96,3579
20.15,3560
6.18,3515
30.0,3509
3.266666666666667,3496
14.72,3494
1.8,3477
8.58,3470
37.56,3448
23.5,3435
3.48,3397
1.9333333333333333,3393
33.96,3385
58.56,3377
15.99,3372
9.1,3356
1.7166666666666668,3341
10.65,3338
16.64,3329
46.8,3325
10.9,3263
46.3,3257
10.35,3252
15.87,3246
6.48,3218
22.88,3211
4.0,3165
3.6,3165
47.8,3113
29.75,3106
3.4333333333333336,3103
35.76,3095
24.75,3035
47.3,3015
35.16,3004
5.75,2998
7.38,2992
6.78,2989
-3.3,2987
17.02,2975
20.75,2966
3.2600000000000002,2957
17.29,2946
11.6,2921
0.8833333333333333,2914
7.08,2909
17.6,2878
5.5,2861
3.56,2846
50.8,2794
48.8,2794
1.9,2793
1.8833333333333335,2766
6.67,2765
1.9666666666666668,2763
-4.3,2749
3.3600000000000003,2740
19.9,2738
48.3,2715
49.8,2686
11.9,2681
3.9333333333333336,2681
3.766666666666667,2679
1.6320000000000001,2679
-3.8,2676
1.752,2675
18.17,2671
40.56,2666
36.36,2657
1.8719999999999999,2650
12.15,2641
11.65,2640
21.35,2627
12.65,2625
17.94,2622
50.3,2614
7.68,2610
2.2,2609
19.32,2564
1.95,2559
1.7666666666666666,2538
3.66,2533
24.12,2521
8.88,2519
1.512,2516
49.3,2514
6.5,2506
1.9920000000000002,2493
9.55,2493
36.96,2476
1.7,2473
25.38,2465
23.15,2454
21.95,2451
12.4,2450
20.47,2442
10.1,2423
3.96,2420
2.0500000000000003,2420
3.46,2418
22.55,2392
51.8,2387
51.3,2368
27.95,2364
7.98,2363
40.0,2359
23.75,2358
2.1333333333333333,2354
12.9,2340
8.28,2323
4.56,2321
4.1000000000000005,2321
14.65,2318
9.54,2312
36.0,2311
2.112,2299
18.59,2299
27.25,2276
4.266666666666667,2264
3.7600000000000002,2235
3.18,2233
1.65,2227
13.4,2223
38.16,2194
7.85,2174
70.27,2153
31.0,2144
43.56,2123
28.5,2115
-4.8,2114
2.232,2112
19.24,2109
5.38,2102
9.45,2100
2.3000000000000003,2091
16.6,2081
57.3,2065
26.62,2057
-5.3,2040
11.85,2039
14.4,2035
52.3,2032
0.7999999999999999,2026
22.2,2019
46.56,2016
22.77,2016
4.16,2011
2.45,2009
2.216666666666667,2006
1.392,2000
11.88,1999
18.75,1985
23.92,1982
13.15,1964
3.8600000000000003,1959
7.24,1952
9.18,1950
-5.8,1938
2.472,1933
2.352,1932
0.86,1927
10.75,1925
19.89,1925
4.433333333333334,1908
53.8,1902
16.45,1899
38.76,1892
4.6000000000000005,1888
14.1,1885
27.88,1860
13.9,1857
13.11,1855
20.54,1848
55.8,1841
1.45,1841
22.0,1837
11.31,1833
2.3833333333333333,1832
53.3,1829
39.36,1827
2.466666666666667,1825
35.0,1816
24.0,1801
4.26,1797
12.85,1796
1.825,1792
54.8,1788
24.35,1785
24.5,1776
2.075,1768
4.0600000000000005,1767
2.716666666666667,1757
13.65,1748
26.22,1734
4.36,1728
49.56,1727
4.766666666666667,1724
2.592,1724
26.15,1723
39.96,1721
12.5,1721
24.95,1713
54.3,1704
21.05,1696
4.933333333333334,1691
55.3,1688
11.91,1681
19.0,1680
3.0,1677
25.07,1669
2.5500000000000003,1660
11.84,1651
12.51,1640
29.1,1635
25.55,1623
5.59,1619
9.78,1615
9.48,1613
26.75,1608
13.71,1607
4.075,1605
2.6333333333333333,1603
52.56,1600
29.12,1600
2.712,1598
14.9,1596
2.7,1595
5.52,1588
12.05,1580
5.1000000000000005,1579
1.575,1572
56.8,1567
21.19,1566
4.875,1564
1.5999999999999999,1563
4.25,1557
4.46,1549
14.31,1548
10.71,1543
2.832,1536
10.08,1531
21.84,1530
56.3,1527
27.37,1524
7.375,1518
5.19,1512
55.56,1500
4.76,1497
4.66,1483
14.91,1481
5.266666666666667,1478
2.325,1474
63.06,1458
23.35,1455
2.95,1452
27.35,1440
15.4,1436
1.5599999999999998,1430
30.38,1428
-6.3,1426
41.16,1425
6.125,1424
9.6,1422
4.5600000000000005,1421
15.15,1416
1.272,1413
28.52,1412
25.65,1410
56.56,1408
57.8,1406
17.9,1404
6.6,1400
2.952,1398
1.76,1382
14.14,1379
9.13,1375
8.31,1371
5.81,1366
61.56,1366
30.35,1366
3.072,1359
3.192,1355
2.8000000000000003,1355
5.433333333333334,1354
15.51,1348
3.5,1343
22.49,1342
10.5,1342
4.5,1341
1.36,1337
10.11,1332
29.15,1327
51.56,1325
15.9,1317
28.55,1316
34.27,1315
29.67,1315
60.8,1314
5.6000000000000005,1307
32.25,1306
16.44,1300
41.76,1300
4.96,1293
4.86,1287
16.11,1282
33.5,1280
2.575,1278
15.65,1274
23.14,1270
23.0,1270
41.56,1268
64.56,1267
24.44,1262
30.82,1253
8.03,1251
2.8833333333333333,1250
3.2,1246
50.56,1245
63.56,1244
12.7,1244
47.56,1239
48.06,1236
58.8,1235
1.96,1234
53.56,1234
57.06,1231
50.06,1228
16.4,1227
10.68,1225
31.62,1223
58.3,1223
59.8,1221
55.06,1221
54.56,1217
57.56,1217
51.06,1215
50.0,1214
23.79,1213
10.98,1211
42.36,1207
2.0,1207
15.18,1205
3.312,1204
2.966666666666667,1202
6.85,1202
6.1,1202
42.96,1200
7.06,1196
38.56,1195
66.56,1195
9.5,1193
47.06,1192
9.68,1190
16.71,1188
60.56,1187
42.06,1186
5.933333333333334,1186
33.06,1185
56.06,1184
45.56,1182
60.3,1176
4.94,1175
7.48,1175
36.56,1172
27.0,1170
59.56,1169
5.766666666666667,1167
5.575,1166
35.06,1166
44.56,1166
52.06,1159
42.56,1159
41.06,1157
40.06,1156
48.56,1155
2.88,1155
45.06,1154
39.06,1153
30.06,1152
68.56,1143
36.06,1143
32.56,1141
17.31,1141
44.06,1141
49.06,1139
12.18,1138
53.06,1137
3.625,1134
35.56,1133
4.2,1131
54.06,1130
58.06,1129
6.93,1119
10.23,1119
59.3,1118
3.432,1114
34.75,1112
31.4,1110
9.51,1108
6.38,1107
6.75,1104
62.56,1103
5.26,1099
59.06,1098
11.28,1096
46.06,1095
60.06,1093
17.85,1090
7.075,1088
61.06,1087
17.91,1085
37.06,1085
4.375,1079
10.78,1079
43.06,1077
32.88,1075
3.94,1073
30.25,1072
61.3,1069
16.15,1065
6.2,1063
29.56,1062
33.56,1059
32.06,1059
61.8,1058
34.06,1056
38.06,1056
25.09,1054
0.7166666666666667,1053
30.56,1049
39.56,1049
16.9,1041
3.0500000000000003,1038
3.5520000000000005,1037
31.55,1034
18.51,1033
31.97,1033
5.0600000000000005,1033
13.35,1031
25.74,1030
6.1000000000000005,1015
28.06,1015
4.675,1011
5.36,1007
31.06,1007
5.46,1006
27.06,1005
45.0,1004
3.45,1004
2.825,1003
65.56,1003
5.275,1000
6.266666666666667,997
29.06,994
67.56,993
19.11,989
5.72,989
34.12,989
19.71,988
1.4,985
64.06,985
11.33,984
4.975,983
6.09,981
1.2,978
11.58,977
62.06,975
3.1333333333333333,972
33.12,972
4.42,971
16.65,969
2.36,967
17.4,966
44.16,964
8.91,964
30.95,961
3.3000000000000003,960
65.06,957
5.66,957
19.1,954
0.76,946
3.775,943
1.325,941
0.6599999999999999,937
4.745,937
3.216666666666667,934
8.6,932
13.53,929
62.8,927
2.72,922
5.07,918
2.92,916
26.56,916
20.91,913
20.31,913
16.28,911
32.15,908
3.6719999999999997,908
67.06,908
12.43,905
28.0,901
66.06,899
3.7920000000000003,898
27.56,897
2.76,897
33.7,893
3.075,889
6.6000000000000005,887
21.51,885
35.42,883
9.25,881
5.875,881
6.44,878
12.98,877
2.076,873
21.6,873
-6.8,873
62.3,871
11.5,871
13.38,869
3.1199999999999997,865
17.5,863
4.55,859
3.7,858
12.78,856
3.3833333333333333,855
45.96,855
26.06,853
37.25,853
26.39,851
45.36,851
33.35,849
32.75,848
44.76,845
68.06,842
4.095,839
3.3200000000000003,838
6.433333333333334,837
8.1,832
5.96,826
6.175,824
8.625,822
4.032,820
36.57,819
14.08,817
35.38,816
20.35,815
60.0,815
1.4333333333333333,814
22.11,813
22.71,808
6.766666666666667,804
3.52,803
5.35,803
5.5600000000000005,802
3.325,798
2.6666666666666665,797
1.8239999999999998,797
3.716666666666667,796
3.912,795
27.04,791
32.55,786
63.3,785
69.56,784
23.31,783
6.16,778
64.8,778
18.4,776
3.466666666666667,775
6.933333333333334,774
6.775,774
26.4,774
7.2,773
3.5500000000000003,773
27.69,765
6.475,762
5.55,762
70.56,760
3.95,759
2.86,757
2.52,756
28.34,753
18.15,752
34.85,752
71.56,751
65.8,750
18.48,750
63.8,750
36.62,749
14.63,749
35.15,748
69.06,746
3.72,745
21.15,742
17.65,741
3.92,740
10.81,740
3.77,738
38.5,737
4.12,735
29.64,733
25.06,732
7.266666666666667,730
15.73,729
11.1,728
12.48,723
34.55,720
2.324,720
19.2,720
20.4,720
24.06,719
14.88,718
13.08,710
30.29,707
7.1000000000000005,705
3.3333333333333335,702
13.68,702
24.51,702
5.395,702
3.475,699
4.152,698
20.5,698
41.0,698
70.06,695
7.675,693
3.8000000000000003,691
23.56,691
3.6333333333333333,689
14.28,689
33.95,688
28.99,688
7.69,687
30.94,687
3.4600000000000004,687
23.91,684
5.86,681
18.74,680
64.3,676
37.72,676
39.75,675
24.56,671
1.768,671
18.55,668
71.06,668
25.11,666
35.75,666
36.95,665
47.76,664
18.65,664
47.16,664
18.9,660
37.88,658
4.272,656
14.5,656
5.06,655
65.3,652
5.83,651
2.5,647
22.06,647
17.38,646
19.15,644
7.433333333333334,644
15.48,642
6.0600000000000005,641
48.96,639
26.31,639
26.91,638
37.15,638
2.32,638
48.36,637
73.06,635
2.9600000000000004,632
4.32,632
24.1,630
7.6000000000000005,627
1.0,625
1.8980000000000001,620
66.8,620
8.05,618
3.966666666666667,618
4.392,618
1.576,617
3.575,607
22.85,603
38.87,600
3.8833333333333333,598
4.45,596
19.4,596
66.3,593
72.56,591
73.56,591
4.512,590
7.05,588
1.152,588
4.7,587
73.2,587
10.92,586
72.06,585
23.06,582
39.45,582
8.266666666666667,581
38.29,581
3.31,581
7.766666666666667,580
25.71,578
7.975,577
34.84,574
8.575,574
13.98,574
4.5200000000000005,573
31.59,570
6.56,568
33.54,567
32.24,567
50.76,566
16.83,565
4.05,563
7.933333333333334,561
15.78,560
1.638,560
19.65,560
4.133333333333334,559
9.2,559
4.716666666666667,556
40.02,555
27.51,554
39.12,554
75.67,554
19.03,553
19.5,553
16.38,552
40.38,551
48.07,547
41.17,546
2.028,545
4.72,543
5.05,542
21.04,541
21.06,541
3.825,541
36.35,540
33.67,540
28.71,536
24.4,535
8.94,534
21.78,534
10.6,532
67.8,531
4.92,529
15.6,529
6.26,529
0.6333333333333333,528
8.275,527
6.459999999999999,526
50.16,526
33.0,524
14.58,522
42.32,522
16.5,521
11.25,520
6.37,520
29.0,520
4.632,519
70.8,516
68.3,516
28.11,516
6.55,516
32.0,515
29.31,514
6.045,514
18.78,511
4.752000000000001,510
8.433333333333334,509
4.216666666666667,508
42.25,508
20.9,508
67.3,507
8.55,507
74.56,506
4.485,506
30.51,505
36.07,504
38.15,501
41.74,500
6.76,498
39.67,498
17.93,495
3.26,494
25.35,493
37.44,493
6.785,493
1.8333333333333333,492
21.4,491
41.62,490
16.08,489
51.96,489
3.445,488
35.47,488
76.56,488
21.56,488
40.59,488
32.89,488
21.9,487
9.05,487
44.75,487
12.6,486
8.32,486
29.91,485
75.06,484
75.56,483
5.2,483
36.67,483
68.8,482
37.55,481
2.576,480
42.0,480
43.47,479
2.34,479
6.859999999999999,479
1.508,477
9.56,475
5.95,474
37.87,474
34.87,473
12.1,472
36.79,472
24.15,471
3.25,470
25.87,470
4.466666666666667,469
44.62,469
13.22,468
19.85,468
6.21,468
26.6,467
16.98,467
4.872,466
38.47,465
6.695,464
10.25,461
0.5499999999999999,461
70.3,461
17.28,461
1.2666666666666666,461
51.36,459
65.0,459
5.12,458
20.68,457
20.65,457
9.875,455
6.659999999999999,455
39.35,454
42.9,454
14.55,453
14.25,452
3.175,450
2.12,450
37.27,448
33.07,448
9.66,446
74.06,444
11.49,442
38.75,442
1.0999999999999999,442
8.875,441
5.635,441
3.91,441
0.01,440
23.34,440
2.824,439
8.933333333333334,439
1.7300000000000002,438
41.47,437
31.87,436
34.19,436
5.32,435
71.3,435
4.95,434
71.8,432
3.36,432
76.06,431
5.7,429
7.02,429
20.13,429
43.5,428
7.67,427
4.383333333333334,427
72.8,426
5.112,426
21.65,425
36.14,425
69.8,425
8.766666666666667,424
54.36,424
69.3,423
16.68,423
3.6666666666666665,422
45.2,422
4.75,421
17.82,421
12.07,421
31.71,420
77.06,420
7.36,420
32.47,418
9.266666666666667,418
9.475,417
44.04,417
20.56,416
8.51,414
9.775,413
4.633333333333334,413
55.0,412
9.175,412
22.33,411
23.4,410
46.34,410
39.07,409
4.992,408
22.4,407
7.159999999999999,407
54.96,406
32.31,405
15.1,403
24.53,403
27.85,402
42.88,402
10.075,401
23.1,400
20.06,400
6.05,400
22.5,399
15.52,398
45.77,397
22.15,397
25.08,397
3.75,396
4.325,395
7.935,395
4.29,395
13.6,395
31.11,394
1.4166666666666667,392
7.359999999999999,391
35.49,390
5.712,390
6.959999999999999,389
1.625,388
48.0,387
40.87,386
2.875,385
3.076,385
16.75,385
19.58,385
77.56,383
31.27,382
2.158,380
78.56,379
13.79,379
46.0,378
2.0416666666666665,378
1.5199999999999998,377
9.38,377
18.39,375
46.92,374
16.03,374
29.28,374
14.38,373
5.352,372
14.6,371
2.288,371
2.04,370
10.19,370
9.77,369
78.06,369
5.920000000000001,368
53.76,368
22.9,368
32.91,368
23.9,366
5.4719999999999995,366
7.345,366
6.25,366
22.65,364
10.05,363
27.94,363
2.25,362
79.56,361
34.11,361
33.51,360
-7.3,359
27.65,359
8.38,358
53.16,358
42.07,357
9.433333333333334,355
5.45,354
43.27,353
16.67,353
43.87,353
4.575,353
12.75,352
72.3,351
-1.9,350
6.32,350
1.3133333333333332,349
7.76,349
2.19,348
14.95,348
18.05,348
5.925,348
1.324,347
49.79,347
73.8,346
1.9366666666666665,346
5.232,343
38.09,343
14.37,343
9.085,343
5.5920000000000005,342
80.06,341
2.64,341
30.07,341
25.64,341
4.333333333333333,341
16.09,340
4.883333333333334,339
10.88,339
2.8333333333333335,339
73.3,339
10.235,338
70.26,337
80.56,336
42.67,336
13.1,335
10.53,335
13.28,335
40.27,334
13.25,333
21.23,332
16.25,332
9.766666666666667,332
23.65,331
30.67,330
3.76,330
23.43,329
47.49,329
2.58,329
18.18,329
40.55,328
41.15,328
27.28,326
-2.4,325
38.0,325
7.26,325
7.995,324
3.3240000000000003,323
1.075,323
10.266666666666667,323
7.71,323
18.97,323
25.7,321
27.67,320
18.23,320
5.133333333333334,320
35.31,320
6.12,320
24.67,320
49.22,320
44.12,319
19.88,318
28.27,317
34.71,317
39.95,316
1.378,316
34.0,316
19.38,316
2.418,315
-1.65,315
20.28,314
37.0,314
13.75,314
5.716666666666666,313
-2.15,312
7.6,311
38.74,311
17.58,311
41.75,310
11.125,310
40.04,309
11.05,304
53.82,304
4.775,304
5.175,304
4.966666666666667,303
81.06,303
8.72,303
29.47,303
17.05,303
13.975,303
25.4,303
82.56,303
11.55,303
31.6,302
2.49,302
36.51,301
1.6,301
20.88,301
5.075,299
1.5816666666666668,298
48.65,298
32.85,298
75.8,298
11.63,297
79.06,297
14.875,297
8.02,296
24.9,295
2.79,295
21.53,295
44.47,294
46.27,294
1.5,294
7.659999999999999,293
11.08,293
3.335,293
57.96,293
70.0,293
11.7,293
8.36,293
6.88,292
19.98,292
2.3333333333333335,292
25.05,292
45.07,292
24.07,291
3.86,291
3.9166666666666665,291
4.916666666666667,290
7.459999999999999,290
20.12,290
39.39,289
10.375,289
2.146666666666667,289
6.311999999999999,289
3.12,289
26.47,288
23.98,288
13.31,288
56.16,288
22.87,288
6.666666666666667,287
9.76,287
2.678,286
35.91,286
4.083333333333333,286
13.05,286
2.548,286
5.832,285
43.94,285
51.52,285
1.89,285
6.52,284
5.216666666666667,284
9.19,284
74.8,284
25.63,283
11.575,283
1.2083333333333333,283
22.45,282
3.5759999999999996,282
63.36,282
81.56,282
12.55,281
7.859999999999999,281
9.375,281
25.27,280
15.7,280
9.98,280
19.25,279
38.31,278
23.57,277
13.2,277
3.9600000000000004,277
48.5,277
7.31,277
18.94,277
37.71,275
75.3,275
74.3,275
8.225,274
27.07,274
7.959999999999999,274
8.059999999999999,274
46.87,274
5.952,274
23.47,272
2.94,272
9.933333333333334,272
17.68,272
19.44,272
39.0,272
15.55,271
1.4733333333333334,271
6.192,270
19.94,270
1.74,270
54.0,269
51.0,269
-52.8,269
9.88,268
21.85,268
12.33,268
8.459999999999999,267
4.825,267
15.75,267
9.79,266
10.675,265
40.11,265
26.9,265
50.37,264
7.81,264
2.808,264
20.69,263
40.69,263
5.325,263
30.03,263
11.96,262
14.05,262
37.11,262
20.44,262
10.433333333333334,261
34.1,260
21.27,260
25.9,260
19.06,259
6.920000000000001,258
10.525,257
26.18,257
2.353333333333333,256
3.79,256
11.385,256
6.72,256
76.8,256
6.7,254
10.933333333333332,254
2.4583333333333335,254
21.07,253
50.95,253
10.766666666666666,253
30.24,253
17.06,252
10.975,252
24.65,252
47.47,252
7.32,251
2.75,250
28.87,250
11.275,250
82.06,250
21.5,250
-2.65,249
3.0399999999999996,248
76.3,248
6.84,247
15.81,247
28.38,247
18.56,246
45.67,246
39.51,246
10.97,246
28.65,245
5.466666666666666,245
41.31,245
25.15,244
24.28,244
42.35,244
26.73,244
52.09,244
12.535,243
16.06,243
8.62,243
1.6900000000000002,243
41.91,243
5.383333333333333,242
11.56,242
21.44,242
11.675,242
8.25,242
19.05,241
12.73,241
45.38,241
13.83,241
18.25,240
19.68,240
56.76,240
12.825,240
9.86,240
48.67,239
83.06,239
46.62,239
6.81,238
7.12,238
17.44,238
77.8,237
38.91,237
7.43,237
10.559999999999999,237
6.072,237
22.42,236
54.97,236
12.38,236
40.71,236
11.38,236
12.375,236
17.64,235
-2.9,235
1.365,234
30.9,234
42.95,234
20.94,233
8.2,233
3.873333333333333,233
17.13,233
3.1166666666666667,233
23.28,233
2.9166666666666665,233
22.99,232
4.37,232
6.912000000000001,232
83.56,232
67.34,232
6.31,231
15.05,231
26.35,231
100.0,231
13.625,230
78.8,230
16.05,230
16.7,230
2.77,230
12.06,230
8.26,230
52.67,230
6.45,230
10.45,229
27.03,228
16.58,228
47.25,227
41.34,227
47.88,226
61.87,225
3.09,225
15.25,224
18.44,224
5.633333333333333,224
18.1,224
16.87,223
3.8240000000000003,223
17.55,223
6.325,222
19.08,222
53.24,222
28.75,222
27.83,222
80.8,222
2.5166666666666666,222
27.9,221
4.06,221
27.5,221
12.69,221
32.78,221
8.61,221
8.81,221
9.24,220
24.72,220
43.29,220
59.16,220
22.27,220
8.66,220
18.64,219
60.96,219
8.645,219
13.685,219
18.57,219
16.07,218
32.5,218
3.068,217
57.36,216
2.5633333333333335,216
17.46,216
18.06,216
36.6,215
2.4166666666666665,215
77.3,215
27.4,214
8.959999999999999,214
29.6,214
16.85,213
6.4319999999999995,213
17.56,213
84.06,213
1.92,213
21.18,212
72.22,212
1.2566666666666666,212
11.875,212
2.9466666666666668,212
49.87,212
42.51,211
51.07,211
41.99,211
7.52,211
14.56,210
16.94,210
3.516666666666667,210
11.07,210
49.27,210
4.324,209
58.42,209
5.94,209
15.88,209
8.86,208
15.56,208
14.93,208
20.25,208
66.0,208
9.43,207
18.38,207
8.7,207
2.9379999999999997,207
9.31,207
43.55,206
7.7,206
9.32,206
8.559999999999999,205
7.1,205
22.08,205
3.3166666666666664,205
59.76,205
18.6,205
54.12,205
-0.6599999999999999,204
16.88,204
8.52,204
3.24,204
18.53,204
14.26,204
24.78,204
49.75,204
20.6,204
57.84,203
5.333333333333333,203
19.6,203
50.47,203
11.266666666666666,202
21.03,202
5.655,202
13.94,202
7.14,202
5.966666666666666,201
12.175,201
55.54,201
85.56,201
11.433333333333332,201
16.2,201
27.02,201
87.56,200
22.38,200
5.883333333333333,200
86.56,200
7.95,200
43.11,199
54.4,199
20.1,199
19.53,199
81.8,199
14.2,199
23.94,198
3.54,198
60.36,198
5.825,198
18.82,198
13.92,197
52.27,197
6.552,196
15.41,196
3.69,196
4.14,196
16.53,195
26.65,195
75.0,194
12.475,194
2.6266666666666665,194
45.24,194
16.1,194
6.255,194
65.76,194
38.82,194
35.135,193
57.27,193
9.62,193
19.82,193
8.95,193
56.12,193
44.15,193
87.06,193
44.59,193
17.53,192
21.67,192
56.7,192
25.5,192
34.15,191
10.82,191
29.78,191
7.72,191
79.8,191
28.9,191
27.58,191
12.775,190
25.28,190
32.54,190
45.35,190
85.06,190
1.7983333333333331,190
4.076,190
5.375,189
6.425,189
80.0,189
10.29,189
84.56,189
3.39,189
6.792,189
19.23,188
23.44,188
7.45,188
6.075,187
4.77,187
44.91,187
20.78,186
20.43,186
4.666666666666667,186
2.98,186
13.33,186
3.0833333333333335,185
17.1,185
5.56,185
13.88,185
5.955,185
-7.8,185
9.295,184
42.64,184
24.83,184
55.27,184
9.16,183
10.52,183
15.69,183
3.813333333333333,182
16.31,182
35.35,182
3.925,182
53.47,182
